8e141497-4b75-3780-b046-823a24c7ebff.csv,0
6e43947f-1b1c-3a00-afca-32d5a9225d48.csv,1
8e2946d3-442f-352d-be87-2fdb0b8ca41b.csv,1
b6e19969-31e6-3d94-a4ab-e91402cd0ce3.csv,0
15e51964-2461-3839-bdb3-47f7fec01419.csv,1
2e0851a3-91df-3acf-9d1e-8b9c58e7d8ad.csv,1
8e082574-bc55-3a64-9548-4aca9873d85f.csv,0
3e2392e5-7478-3d55-ba2a-e2da6ed2fe5c.csv,1
a3e8115a-478a-3f33-8965-24bf37b20970.csv,1
4e963b38-ab93-3d05-bcaa-922afdc180f8.csv,1
1e327c19-8857-3575-8f81-8fec00c34508.csv,0
731e986e-e855-3a13-a6bb-1f3188f59ffa.csv,1
c97e7711-502f-35d9-baf8-0a0a02aa8a4f.csv,1
3e918caa-24f2-30ad-a3dc-fb31f3034bbb.csv,1
e6e94661-b28f-3077-bb4d-c859987cd443.csv,1
7e724f6c-d935-3317-baf2-ec054d840a8c.csv,1
e7e8228f-b880-370e-9abf-50bf9f00cf31.csv,1
b9e99773-9014-3cfc-9ebe-2ef1d364fd19.csv,1
70e1386e-6b8f-3025-9e71-381cee47b524.csv,1
f5e38955-d40e-3dbf-beb0-a1712a256890.csv,1
c5e595f9-6a5a-3a02-bea5-cfafcdda39ea.csv,0
405e5648-2d67-36dc-9bdf-ed2edcecf69c.csv,1
8395e973-3086-39a7-b70c-da48a88e0a1b.csv,1
e5e07939-842c-3d95-a81d-c23494184206.csv,1
8e6337ec-f065-3ed8-9d50-8afa42a14114.csv,0
083e5597-983e-39c2-8ecb-f6d1de1422f8.csv,1
3e9031ef-8e93-33b0-b88e-d7898004fbe4.csv,1
692e6587-c297-3726-b200-c1077a09d534.csv,0
298e6379-d519-342d-8b5d-b6f973db0d01.csv,1
3e842659-a912-30a2-b35c-b6ac2f9a97e1.csv,0
2e9946f2-897e-3ad2-ad9b-5324f35cff97.csv,0
b047e882-017d-38df-aa40-4f2d4e4c03de.csv,1
721e813a-4c59-3410-80d1-094f7acd37d3.csv,1
ea6e1392-444f-3917-928a-2723563d2340.csv,1
6e942225-26bd-3bfc-af3b-69fe213670b2.csv,0
2e692a9e-fbf4-327a-97b5-ca8a5bc17e69.csv,1
